source;date;titre;lien;categorie
Numerama;2026-09-20T09:33:00+00:00;Pourquoi le retour de Will Smith dans Je suis une légende 2 vire au casse-tête;https://www.numerama.com/pop-culture/2336107-pourquoi-le-retour-de-will-smith-dans-je-suis-une-legende-2-vire-au-casse-tete.html;NON_CLASSE
Phonandroid;2026-09-20T09:20:45+00:00;OnePlus quitte officiellement l’Europe, c’est la fin d’une époque;https://www.phonandroid.com/oneplus-quitte-officiellement-leurope-cest-la-fin-dune-epoque.html;1. SMARTPHONE
LesNumeriques;2026-09-20T09:12:00+00:00;Actualité : N’achetez pas de nouvelle TV ! Ces astuces simples permettent de redonner de la fluidité à votre écran;https://www.lesnumeriques.com/tv-televiseur/n-achetez-pas-de-nouvelle-tv-ces-astuces-simples-permettent-de-redonner-de-la-fluidite-a-votre-ecran-n262031.html;7. Video
01net;2026-09-20T09:02:17+00:00;8 000 € pour dire adieu aux câbles : le Porsche Cayenne offre désormais la recharge par induction;https://www.01net.com/actualites/8-000-euros-plus-avoir-cables-porsche-cayenne-propose-recharge-induction.html;10. Voiture
Frandroid - Actualités;2026-09-20T09:02:09+00:00;Meilleurs écouteurs ouverts en 2026 : le comparatif des open ear;https://www.frandroid.com/guide-dachat/2643597_quels-sont-les-meilleurs-ecouteurs-ouverts;8. Audio
01net;2026-09-20T08:55:41+00:00;Le compteur vélo GPS Garmin Edge 540 est à prix cassé : AliExpress le met KO ce week-end 🥊;https://www.01net.com/bons-plans/le-compteur-velo-gps-garmin-edge-540-est-a-prix-casse-aliexpress-le-met-ko-ce-week-end.html;20. Sponso
Frandroid - Actualités;2026-09-20T08:30:13+00:00;RED by SFR en 2026 : forfaits mobiles au meilleur rapport qualité-prix, box internet à la traîne. Notre avis complet;https://www.frandroid.com/services/operateurs-mobiles/696894_avis-red-by-sfr-que-valent-les-offres-et-le-reseau-sfr;1. SMARTPHONE
LesNumeriques;2026-09-20T08:30:00+00:00;Actualité : ExpressVPN : la formule Basique tombe à 2,49 €/mois avec 4 mois offerts;https://www.lesnumeriques.com/vpn/expressvpn-la-formule-basique-tombe-a-2-49-mois-avec-4-mois-offerts-n261859.html;5. Logiciels _ OS
Phonandroid;2026-09-20T08:22:53+00:00;Marvel’s Wolverine : malgré les critiques, le jeu vient de battre un record chez Sony;https://www.phonandroid.com/marvels-wolverine-malgre-les-critiques-le-jeu-vient-de-battre-un-record-chez-sony.html;16. ludique
01net;2026-09-20T08:02:17+00:00;Des robots débarquent dans 30 appartements pour faire le ménage : voici le résultat;https://www.01net.com/actualites/des-robots-debarquent-dans-30-appartements-pour-faire-le-menage-voici-le-resultat.html;11. Menage
JournalDuGeek;2026-09-20T08:00:33+00:00;À moins de 10€, ce jeu vous prouve qu’il y a pire famille que la vôtre;https://www.journaldugeek.com/test/a-moins-de-10e-ce-jeu-vous-prouve-quil-y-a-pire-famille-que-la-votre/;16. ludique
LesNumeriques;2026-09-20T07:52:00+00:00;Actualité : Delonghi Rivelia Start : une version plus abordable pour démocratiser cette excellente machine à café à grains;https://www.lesnumeriques.com/machine-a-cafe-automatique/delonghi-rivelia-start-une-version-plus-abordable-pour-democratiser-cette-excellente-machine-a-cafe-a-grains-n261966.html;12. Cuisine
Numerama;2026-09-20T07:50:00+00:00;Jours fériés dans l’espace : à quoi les astronautes de l’ISS, comme Sophie Adenot, ont vraiment droit;https://www.numerama.com/sciences/2331511-jours-feries-dans-lespace-a-quoi-les-astronautes-de-liss-comme-sophie-adenot-ont-vraiment-droit.html;19. Sciences
01net;2026-09-20T07:28:41+00:00;Folie du dimanche : Google vend la version 256 Go du Pixel 10a pour “peanuts” 🥜;https://www.01net.com/bons-plans/folie-du-dimanche-google-vend-la-version-256-go-du-pixel-10a-pour-peanuts.html;20. Sponso
01net;2026-09-20T06:55:14+00:00;Essai Skoda Epiq : ce petit SUV électrique a tout pour faire un carton;https://www.01net.com/tests/essai-skoda-epiq-avis.html;10. Voiture
KultureGeek;2026-09-20T06:12:13+00:00;Google confirme que Gemini a piraté trois entreprises pendant un test;https://kulturegeek.fr/news-359781/google-confirme-gemini-pirate-trois-entreprises-pendant-test;6. IA
Phonandroid;2026-09-20T04:50:09+00:00;iOS 27 arrive sur iPhone, Samsung augmente le prix du Galaxy S26, c’est le récap’ de la semaine;https://www.phonandroid.com/ios-27-arrive-sur-iphone-samsung-augmente-le-prix-du-galaxy-s26-cest-le-recap-de-la-semaine.html;1. SMARTPHONE
Phonandroid;2026-09-19T17:42:56+00:00;DJI Avata 360 : le drone ultra immersif qui vous permet de filmer en 8K à 360°;https://www.phonandroid.com/dji-avata-360-le-drone-ultra-immersif-qui-vous-permet-de-filmer-en-8k-a-360.html;7. Video
Frandroid - Actualités;2026-09-19T17:02:14+00:00;Quels sont les meilleures modèles de TV TCL disponibles à l’achat ? Notre comparatif;https://www.frandroid.com/guide-dachat/1610991_quelles-sont-les-meilleures-tv-tcl-disponibles;7. Video
Phonandroid;2026-09-19T16:01:39+00:00;Windows 11 vous laisse enfin reprendre le contrôle du menu Démarrer grâce à cette mise à jour;https://www.phonandroid.com/windows-11-microsoft-vous-laisse-enfin-reprendre-le-controle-du-menu-demarrer-avec-cette-mise-a-jour.html;2. PC_OS
Frandroid - Actualités;2026-09-19T16:01:00+00:00;J’ai démonté le nouveau Lenovo ThinkPad en moins de 10 minutes : la réparabilité est-elle enfin de retour sur PC ?;https://www.frandroid.com/marques/lenovo/3237317_jai-demonte-le-nouveau-lenovo-thinkpad-en-moins-de-10-minutes-la-reparabilite-est-elle-enfin-de-retour-sur-pc;2. PC_OS
JournalDuGeek;2026-09-19T16:00:49+00:00;Un ordinateur portable peut-il vraiment vous griller la peau ?;https://www.journaldugeek.com/2026/09/19/un-ordinateur-portable-peut-il-vraiment-vous-griller-la-peau/;2. PC_OS
JournalDuGeek;2026-09-19T15:00:28+00:00;Meta prépare des lunettes connectées sans caméra, pour voir si ça passe mieux;https://www.journaldugeek.com/2026/09/19/meta-prepare-des-lunettes-connectees-sans-camera-pour-voir-si-ca-passe-mieux/;6. IA
Phonandroid;2026-09-19T14:50:42+00:00;Napster se lance dans l’éducation : l’IA pourrait bientôt remplacer vos profs;https://www.phonandroid.com/napster-se-lance-dans-leducation-lia-pourrait-bientot-remplacer-vos-profs.html;6. IA
Frandroid - Actualités;2026-09-19T14:02:00+00:00;J’ai enfin reçu les jumelles connectées Envision d’Unistellar : voici mes premières impressions;https://www.frandroid.com/test/prises-en-main/3249881_jai-enfin-recu-les-jumelles-connectees-envision-dunistellar-voici-mes-premieres-impressions;NON_CLASSE
JournalDuGeek;2026-09-19T13:58:01+00:00;La mégalopole lunaire d’Elon Musk prend l’eau;https://www.journaldugeek.com/2026/09/19/la-megalopole-lunaire-delon-musk-prend-leau/;19. Sciences
Phonandroid;2026-09-19T13:42:46+00:00;-42% sur la Honor Pad X9a : la tablette de 11,5 pouces est à moins de 145 €;https://www.phonandroid.com/42-honor-pad-x9a-tablette-11-pouces-moins-145-e.html;1. SMARTPHONE
Phonandroid;2026-09-19T13:33:41+00:00;Vous téléchargez des films sur Internet ? Cette nouvelle menace se cache peut-être sur votre PC;https://www.phonandroid.com/vous-telechargez-des-films-sur-internet-cette-nouvelle-menace-se-cache-peut-etre-sur-votre-pc.html;16. ludique
JournalDuGeek;2026-09-19T13:25:30+00:00;La France va-t-elle interdire la revente de cartes Pokémon ?;https://www.journaldugeek.com/2026/09/19/la-france-va-t-elle-interdire-la-revente-de-cartes-pokemon/;17. actu jur et pol
JournalDuGeek;2026-09-19T13:00:29+00:00;Le HP OmniBook Ultra 16 mise sur l’IA locale… mais avec un prix très haut de gamme;https://www.journaldugeek.com/2026/09/19/le-hp-omnibook-ultra-16-mise-sur-lia-locale-mais-avec-un-prix-tres-haut-de-gamme/;2. PC_OS
Frandroid - Actualités;2026-09-19T12:02:00+00:00;On a testé la Navee GT5 Max, une trottinette électrique qui secoue Segway et Xiaomi;https://www.frandroid.com/survoltes/trottinette-electrique/3249113_essai-navee-gt5-max-une-trottinette-electrique-qui-peut-secouer-segway-et-xiaomi;9. Moiilité douce
JournalDuGeek;2026-09-19T12:01:27+00:00;Meta One : Meta met Instagram, Facebook, WhatsApp et son IA dans un même abonnement;https://www.journaldugeek.com/2026/09/19/meta-one-meta-met-instagram-facebook-whatsapp-et-son-ia-dans-un-meme-abonnement/;6. IA
JournalDuGeek;2026-09-19T11:00:25+00:00;L’instax Link WIDE 2 imprime les souvenirs en plus grand;https://www.journaldugeek.com/2026/09/19/linstax-link-wide-2-imprime-les-souvenirs-en-plus-grand/;NON_CLASSE
01net;2026-09-19T10:04:31+00:00;iOS 27 : 10 fonctions pour bien maitriser la dernière mise à jour de l’iPhone;https://www.01net.com/astuces/ios-27-10-fonctions-pour-bien-maitriser-la-derniere-mise-a-jour-de-liphone.html;1. SMARTPHONE
JournalDuGeek;2026-09-19T10:00:16+00:00;Les brouteurs n’ont qu’à bien se tenir : Bercy dévoile son guide anti-arnaques (mais il est déjà obsolète);https://www.journaldugeek.com/2026/09/19/les-brouteurs-nont-qua-bien-se-tenir-bercy-devoile-son-guide-anti-arnaques-mais-il-est-deja-obsolete/;17. actu jur et pol
Frandroid - Actualités;2026-09-19T10:00:00+00:00;J’ai testé la Garmin Fenix 9 Pro : le titane change tout, l’autonomie un peu moins;https://www.frandroid.com/marques/garmin/3240977_jai-teste-la-garmin-fenix-9-pro-le-titane-change-tout-lautonomie-un-peu-moins;15. Santé
JournalDuGeek;2026-09-19T09:02:46+00:00;FarCry : date de sortie, casting, intrigue… tout savoir sur la série LIVE Action;https://www.journaldugeek.com/2026/09/19/farcry-date-de-sortie-casting-intrigue-tout-savoir-sur-la-serie-live-action/;16. ludique
01net;2026-09-19T09:00:34+00:00;0,82 € les 100 km : l’incroyable exploit de cette Lancia électrique sur le périphérique parisien;https://www.01net.com/actualites/082-euros-100-km-incroyable-exploit-lancia-electrique-peripherique-parisien.html;3. Periphérique
Frandroid - Actualités;2026-09-19T09:00:00+00:00;ChatGPT s’installe gratuitement dans Microsoft Word pour tout le monde;https://www.frandroid.com/culture-tech/intelligence-artificielle/openai-chatgpt/3253521_chatgpt-sinstalle-gratuitement-dans-microsoft-word-pour-tout-le-monde;6. IA
01net;2026-09-19T08:53:16+00:00;Xiaomi dit adieu à la marge : le Redmi Note 15 Pro se vend à prix FOU ⚡️;https://www.01net.com/bons-plans/xiaomi-dit-adieu-a-la-marge-le-redmi-note-15-pro-se-vend-a-prix-fou-256-et-512-go.html;20. Sponso
JournalDuGeek;2026-09-19T08:34:08+00:00;Le saviez-vous ? Atari a enterré ses pires jeux vidéo dans le désert en 1983, et ce n’était pas une légende;https://www.journaldugeek.com/2026/09/19/le-saviez-vous-atari-a-enterre-ses-pires-jeux-video-dans-le-desert-en-1983-et-ce-netait-pas-une-legende/;16. ludique
01net;2026-09-19T08:13:01+00:00;OnePlus 15 : il défie l’iPhone 17 Pro et le Galaxy S26 Ultra… mais coûte 800 € moins cher;https://www.01net.com/bons-plans/oneplus-15-il-defie-liphone-17-pro-et-le-galaxy-s26-ultra-mais-coute-800-e-moins-cher.html;20. Sponso
JournalDuGeek;2026-09-19T08:00:10+00:00;Le Futuroscope dévoile sa dernière nouveauté, et elle est spectaculaire;https://www.journaldugeek.com/2026/09/19/le-futuroscope-devoile-sa-derniere-nouveaute-et-elle-est-spectaculaire/;NON_CLASSE
Frandroid - Actualités;2026-09-19T08:00:03+00:00;Les meilleurs smartphones à grand écran (6,7 pouces et plus) en 2026;https://www.frandroid.com/guide-dachat/382644_6-alternatives-samsung-galaxy-note-7;1. SMARTPHONE
Frandroid - Actualités;2026-09-19T07:31:05+00:00;iPhone 18 Pro : le démontage confirme une mauvaise nouvelle difficile à justifier;https://www.frandroid.com/marques/apple/3253509_iphone-18-pro-le-demontage-confirme-une-mauvaise-nouvelle-difficile-a-justifier;1. SMARTPHONE
Frandroid - Actualités;2026-09-19T07:29:38+00:00;Google prépare l’intégration d’iMessage dans Gemini pour macOS;https://www.frandroid.com/marques/google/3253495_google-prepare-lintegration-dimessage-dans-gemini-pour-macos;6. IA
01net;2026-09-19T07:00:16+00:00;BYD veut concurrencer Rolls-Royce avec des monstres de 1 200 ch signés Yangwang;https://www.01net.com/actualites/byd-concurrencer-rolls-royce-monstres-1-200-ch-yangwang.html;10. Voiture
01net;2026-09-19T06:01:17+00:00;Cyberattaques : un géant du DDoS a été neutralisé après des « centaines de milliers d’attaques »;https://www.01net.com/actualites/cyberattaques-un-geant-du-ddos-a-ete-neutralise-apres-des-centaines-de-milliers-dattaques.html;17. actu jur et pol
KultureGeek;2026-09-18T20:50:26+00:00;Des chercheurs en sécurité ont piraté OpenAI grâce à l’IA Claude;https://kulturegeek.fr/news-359758/chercheurs-securite-pirate-openai-grace-lia-claude;19. Sciences
01net;2026-09-18T18:49:08+00:00;Garmin Forerunner 265 : -51% ce week-end, une belle affaire pour les vrais sportifs;https://www.01net.com/bons-plans/garmin-forerunner-265-51-ce-week-end-une-belle-affaire-pour-les-vrais-sportifs.html;20. Sponso
KultureGeek;2026-09-18T18:15:44+00:00;Elias 2-24 b : les astronomes découvrent la plus jeune planète jamais observée, et sa taille défie les modèles;https://kulturegeek.fr/news-359753/elias-2-24-b-astronomes-decouvrent-plus-jeune-planete-jamais-observee-taille-defie-modeles;19. Sciences
01net;2026-09-18T18:13:58+00:00;Xiaomi s’est gouré : il vend le dernier Poco X8 Pro au prix du modèle d’il y a 2 ans 😱;https://www.01net.com/bons-plans/xiaomi-sest-goure-il-vend-le-dernier-poco-x8-pro-au-prix-du-modele-dil-y-a-2-ans.html;20. Sponso
KultureGeek;2026-09-18T17:43:50+00:00;La Californie veut imposer un bouton d’arrêt d’urgence aux IA;https://kulturegeek.fr/news-359748/californie-veut-imposer-bouton-darret-durgence-ia;6. IA
JournalDuGeek;2026-09-18T17:30:13+00:00;La bêta de World of Warcraft Forever est ouverte, voici tout ce qu’il faut savoir avant de l’installer !;https://www.journaldugeek.com/2026/09/18/la-beta-de-world-of-warcraft-forever-est-ouverte-voici-tout-ce-quil-faut-savoir-avant-de-linstaller/;NON_CLASSE
JournalDuGeek;2026-09-18T17:03:19+00:00;Les États-Unis admettent qu’ils ont déployé des armes en orbite : la militarisation de l’espace s’accélère;https://www.journaldugeek.com/2026/09/18/etats-unis-admettent-deploye-armes-orbite-militarisation-lespace-saccelere/;17. actu jur et pol
KultureGeek;2026-09-18T16:50:20+00:00;Anthropic ouvre un laboratoire de biologie : Claude pourrait bientôt piloter des robots scientifiques;https://kulturegeek.fr/news-359736/anthropic-ouvre-laboratoire-biologie-claude-pourrait-piloter-robots-scientifiques;6. IA
CCM;2026-09-18T16:37:15+00:00;Amazon met fin à la livraison gratuite et à la remise de 5 % pour les livres retirés dans ses lockers;https://www.commentcamarche.net/applis-sites/services-en-ligne/38885-amazon-met-fin-a-la-livraison-gratuite-des-livres-retires-dans-ses-lockers/;4. Tablette
01net;2026-09-18T16:30:47+00:00;HONOR Magic V5 : bradé à -52 %, il n’a pourtant rien d’un smartphone au rabais, bien au contraire;https://www.01net.com/bons-plans/honor-magic-v5-brade-a-52-il-na-pourtant-rien-dun-smartphone-au-rabais-bien-au-contraire.html;20. Sponso
JournalDuGeek;2026-09-18T16:30:35+00:00;Test du Ninja Crispi DualZone : l’airfryer en verre XXL qui remplace notre four;https://www.journaldugeek.com/test/test-du-ninja-crispi-dualzone-lairfryer-en-verre-xxl-qui-remplace-notre-four/;12. Cuisine
CCM;2026-09-18T16:01:24+00:00;Interdiction totale avant 13 ans, comptes bridés, fin des fonctions addictives : que contient l'EU Kids Act ?;https://www.commentcamarche.net/applis-sites/reseaux-sociaux/38883-eu-kids-act/;17. actu jur et pol
01net;2026-09-18T16:00:11+00:00;Lunettes connectées : suite à plusieurs plaintes pour harcèlement sexuel, la France lance une enquête;https://www.01net.com/actualites/lunettes-connectees-suite-a-plusieurs-plaintes-pour-harcelement-sexuel-la-france-lance-une-enquete.html;1. SMARTPHONE
KultureGeek;2026-09-18T15:52:37+00:00;Samsung rend disponible One UI 9 (Android 17) sur ses Galaxy;https://kulturegeek.fr/news-359738/samsung-rend-disponible-one-ui-9-android-17-galaxy;1. SMARTPHONE
JournalDuGeek;2026-09-18T15:30:22+00:00;Batman Day 2026 : voici le programme complet, avec une exclu mondiale pour la France;https://www.journaldugeek.com/2026/09/18/batman-day-2026-voici-le-programme-complet-avec-une-exclu-mondiale-pour-la-france/;17. actu jur et pol
01net;2026-09-18T15:14:44+00:00;Le casque à conduction osseuse Shokz à prix cassé : AliExpress le dégomme ce week-end 🥊;https://www.01net.com/bons-plans/le-casque-a-conduction-osseuse-shokz-a-prix-casse-aliexpress-le-degomme-ce-week-end.html;20. Sponso
01net;2026-09-18T14:48:16+00:00;iPhone 18 Pro : on a passé la nouvelle Dynamic Island sous le microscope et voici ce qu’on a découvert;https://www.01net.com/actualites/iphone-18-pro-on-a-passe-la-nouvelle-dynamic-island-sous-le-microscope-et-voici-ce-quon-a-decouvert.html;1. SMARTPHONE
TomsHardware;2026-09-18T14:47:00+00:00;iPhone 18 Pro Max : que vaut la chambre à vapeur trois fois plus grande ?;https://www.tomshardware.fr/iphone-18-pro-max-que-vaut-la-chambre-a-vapeur-trois-fois-plus-grande/;1. SMARTPHONE
01net;2026-09-18T14:40:19+00:00;Bon plan : les dernières versions de Microsoft Office 2024 et Windows 11 à partir de 12,25 €;https://www.01net.com/bons-plans/bon-plan-les-dernieres-versions-de-microsoft-office-2024-et-windows-11-a-partir-de-1225-e.html;20. Sponso
CCM;2026-09-18T14:10:02+00:00;Appli Euro-Office : l'alternative européenne à Microsoft Office s'offre une version locale sur ordinateur;https://www.commentcamarche.net/applis-sites/bureautique/38879-euro-office-appli-pc/;1. SMARTPHONE
Korben;2026-09-18T13:00:00+00:00;Comment mesurer et dégonfler l'index de recherche de Windows;https://korben.info/windows-search-indexation-etendue-ssd.html;2. PC_OS
CCM;2026-09-18T11:25:01+00:00;Après la fuite de données chez Revolut, les arnaques pleuvent déjà sur les clients;https://www.commentcamarche.net/securite/arnaque/38877-arnaque-revolut-apres-fuite-de-donnees/;17. actu jur et pol
Korben;2026-09-18T10:21:37+00:00;Calibre lance le livre dont vous êtes le héros, généré par IA;https://korben.info/calibre-9-15-jeu-aventure-ia.html;4. Tablette
Korben;2026-09-18T08:27:24+00:00;Linux sur PS5 Pro n'arrivera pas tout de suite;https://korben.info/ps5-linux-developpeur-principal-abandonne.html;2. PC_OS
Korben;2026-09-18T08:07:06+00:00;Mes 2 nouveaux interrupteurs Sonoff Zigbee;https://korben.info/sonoff-volet-lumiere-zigbee-bureau.html;13. Maison
TomsHardware;2026-09-18T06:55:00+00:00;Les premières cartes mères Z990 en vue ? Six modèles en préparation chez ASRock;https://www.tomshardware.fr/les-premieres-cartes-meres-z990-en-vue-six-modeles-en-preparation-chez-asrock/;2. PC_OS
TomsHardware;2026-09-18T06:30:00+00:00;Windows 11, Office, Gemini… équipez votre PC à moindre coût en 2026;https://www.tomshardware.fr/windows-11-office-gemini-equipez-votre-pc-a-moindre-cout-en-2026/;2. PC_OS
TomsHardware;2026-09-18T04:48:00+00:00;Pour les 13 ans de GTA 5, un moddeur met à jour le plugin NaturalVision;https://www.tomshardware.fr/pour-les-13-ans-de-gta-5-un-moddeur-met-a-jour-le-plugin-naturalvision/;16. ludique
CCM;2026-09-17T16:26:00+00:00;Ce MVNO d'Altice écope d'une amende de plus d'un million d'euros pour démarchage abusif;https://www.commentcamarche.net/securite/protection/38875-condamnation-d-un-mvno-d-altice-pour-demarchage-illegal/;17. actu jur et pol
CCM;2026-09-17T15:16:14+00:00;Arnaques bancaires : un numéro unique anti-fraude pourrait bientôt permettre de vérifier les appels;https://www.commentcamarche.net/securite/protection/38873-numero-unique-anti-fraude-en-france/;17. actu jur et pol
Korben;2026-09-17T15:15:41+00:00;Fugleramme - Le cadre qui dessine les oiseaux qu'il entend;https://korben.info/fugleramme-detection-oiseaux-eink.html;16. ludique
TomsHardware;2026-09-17T15:01:00+00:00;SteamOS : Valve s’attaque à la prise en charge des cartes Nvidia, un chantier de plusieurs années;https://www.tomshardware.fr/steamos-valve-sattaque-a-la-prise-en-charge-des-cartes-nvidia-un-chantier-de-plusieurs-annees/;16. ludique
Korben;2026-09-17T14:56:31+00:00;MechaCon - La puce qui condamnait les PS2 enfin hackée;https://korben.info/mechacon-ps2-craque-retro-ingenierie.html;NON_CLASSE
Korben;2026-09-17T13:40:30+00:00;Des agents IA spamment le web pour payer leurs propres serveurs;https://korben.info/des-agents-ia-spamment-le-web-pour-payer-leurs-propres-serveurs.html;6. IA
CCM;2026-09-17T13:40:18+00:00;Facturation électronique : une plateforme piratée dès le lancement de la réforme;https://www.commentcamarche.net/securite/piratage/38871-fuite-piratage-facturation-electronique/;NON_CLASSE
Korben;2026-09-17T13:26:03+00:00;Google Home laisse ChatGPT et Claude piloter votre maison;https://korben.info/google-home-laisse-chatgpt-et-claude-piloter-votre-maison.html;13. Maison
Korben;2026-09-17T11:20:32+00:00;Cloudflare lance son skill d'audit de sécurité par IA;https://korben.info/cloudflare-security-audit-skill.html;6. IA
TomsHardware;2026-09-17T10:11:00+00:00;Faire évoluer son installation solaire : comment ajouter une batterie sans tout changer ?;https://www.tomshardware.fr/faire-evoluer-son-installation-solaire-comment-ajouter-une-batterie-sans-tout-changer/;14. Extérieur
CCM;2026-09-17T09:41:52+00:00;WhatsApp va bientôt permettre de gérer trois comptes sur un même smartphone;https://www.commentcamarche.net/applis-sites/messageries/38869-trois-comptes-whatsapp-sur-un-appareil/;1. SMARTPHONE
TomsHardware;2026-09-17T06:35:00+00:00;Smart Window, la fonctionnalité IA de Firefox, arrive en France avec Mistral;https://www.tomshardware.fr/smart-window-la-fonctionnalite-ia-de-firefox-arrive-en-france-avec-mistral/;6. IA
TomsHardware;2026-09-17T05:34:00+00:00;Microsoft Edge peut planter si vous utilisez certaines applications;https://www.tomshardware.fr/microsoft-edge-peut-planter-si-vous-utilisez-certaines-applications/;5. Logiciels _ OS
CCM;2026-09-16T16:34:48+00:00;"""Appuyez sur la touche 1"" : cette arnaque téléphonique peut vous coûter cher";https://www.commentcamarche.net/securite/arnaque/38867-arnaque-touche-1/;17. actu jur et pol
CCM;2026-09-16T14:49:20+00:00;Sosh lui coupe sa connexion Internet par erreur, sans solution ni compensation;https://www.commentcamarche.net/mobile/operateurs-forfaits/38865-sosh-lui-coupe-sa-connexion-internet-par-erreur-sans-solution-ni-compensation/;1. SMARTPHONE
CCM;2026-09-16T14:31:30+00:00;On a testé l'Asus Chromebook CM1406, le nouvel ordinateur fourni aux lycéens;https://www.commentcamarche.net/informatique/ordinateurs/38859-test-asus-chromebook-cm1406/;2. PC_OS
Korben;2026-09-16T13:33:01+00:00;Shuffle Drummer - FL Studio n'a qu'à bien se tenir;https://korben.info/shuffle-drummer-groovebox-navigateur.html;NON_CLASSE
CCM;2026-09-16T12:34:12+00:00;JustWatch se lance dans le streaming avec sa propre plateforme gratuite;https://www.commentcamarche.net/image-son/streaming/38863-justwatch-tv-streaming-gratuit/;16. ludique
CCM;2026-09-16T09:21:02+00:00;iOS 27 est là : ces 27 nouveautés arrivent sur iPhone;https://www.commentcamarche.net/mobile/ios/38845-nouveautes-ios-27/;1. SMARTPHONE
Korben;2026-09-16T07:49:19+00:00;Fuse-archive - Vos ZIP montés en dossiers ordinaires;https://korben.info/mount-archive-monter-archives-comme-un-dossier.html;5. Logiciels _ OS
Korben;2026-09-16T07:35:05+00:00;La Forge - Le GitLab public des profs codeurs;https://korben.info/forge-apps-education-enseignants-code.html;NON_CLASSE
CCM;2026-09-15T16:34:37+00:00;Windows 11 : Microsoft doit déjà corriger son dernier Patch Tuesday après une avalanche de bugs;https://www.commentcamarche.net/informatique/windows/38861-mise-a-jour-d-urgence-corrective-pour-bugs-de-windows-11/;2. PC_OS
Korben;2026-09-15T15:43:58+00:00;Test d'une batterie externe et dock magnétique Antank pour Nintendo Switch 2;https://korben.info/test-dune-batterie-externe-et-dock-magentique-antank-pour-nintendo-switch-2.html;3. Periphérique
CCM;2026-09-15T13:56:22+00:00;SFR Fibre Sobriété : une nouvelle offre écolo sans décodeur et avec une box reconditionnée;https://www.commentcamarche.net/maison/box-connexion-internet/38857-sfr-fibre-sobriete/;13. Maison
Korben;2026-09-15T13:53:18+00:00;Suyu tire sa révérence sur un mode de recompilation pour jeux Switch;https://korben.info/suyu-recompilation-statique-emulation-switch.html;16. ludique
Korben;2026-09-15T13:28:51+00:00;CUDA-for-AMD-Windows - Le .exe NVIDIA pour votre Radeon;https://korben.info/zluda-hip-cuda-radeon-windows.html;2. PC_OS
Korben;2026-09-15T13:13:09+00:00;OpenDisplay - Étendre l'affichage Mac avec ce que vous avez sous la main;https://korben.info/opendisplay-ecran-secondaire-iphone-ipad-mac.html;7. Video
Korben;2026-09-15T11:49:03+00:00;Windows 11 - Un clic sur le bon lien et hop, vous avez un compte local;https://korben.info/bypass-compte-microsoft-windows-11.html;2. PC_OS
CCM;2026-09-15T10:39:55+00:00;Mauvaise nouvelle pour les foyers sans fibre : l'aide de l'État pour accéder au très haut débit est suspendue;https://www.commentcamarche.net/maison/box-connexion-internet/38853-fin-des-aides-raccordements-fibre-optique/;13. Maison
CCM;2026-09-15T10:30:06+00:00;Le prix affiché ne dit pas tout, voici comment lire l'offre CyberGhost;https://www.commentcamarche.net/securite/vpn/38855-le-prix-affiche-ne-dit-pas-tout-voici-comment-lire-l-offre-cyberghost/;5. Logiciels _ OS
Korben;2026-09-15T08:16:10+00:00;Kits IA Korben - Des tutos pour vos agents IA;https://korben.info/kits-ia-korben-tutos-agents-ia.html;6. IA
Korben;2026-09-15T08:00:00+00:00;TP-Link Deco BE25-5G - Le routeur qui garde la maison;https://korben.info/deco-be25-5g-test.html;3. Periphérique
Korben;2026-09-15T07:23:22+00:00;GNOME Boxes - L'outil qui monte les VM à votre place;https://korben.info/gnome-boxes-virtualisation-simple-linux.html;2. PC_OS
Korben;2026-09-15T06:53:24+00:00;SpruceOS - Le guide pour rhabiller votre console rétro;https://korben.info/spruceos-guide-installation-console-retro.html;16. ludique
CCM;2026-09-14T16:06:00+00:00;Interdiction des réseaux sociaux aux moins de 15 ans : après la censure, Macron relance son offensive;https://www.commentcamarche.net/applis-sites/reseaux-sociaux/38851-nouvelle-proposition-de-loi-pour-l-interdiction-des-reseaux-sociaux-aux-moins-de-15-ans/;17. actu jur et pol
Korben;2026-09-14T15:10:49+00:00;Test Thermal Master P3 : voir ce qui chauffe avec son smartphone;https://korben.info/test-thermal-master-p3-voir-ce-qui-chauffe-avec-son-smartphone.html;1. SMARTPHONE
Korben;2026-09-14T13:33:00+00:00;Antro pique ?;https://korben.info/test-antro-avis.html;NON_CLASSE
CCM;2026-09-14T13:18:49+00:00;Les TV LG vous espionnent-elles ? Une enquête met le constructeur sous pression;https://www.commentcamarche.net/securite/confidentialite/38847-espionnage-tv-lg/;7. Video
Korben;2026-09-14T09:14:55+00:00;Tomb Raider peut tourner sur un ESP32-P4;https://korben.info/tomb-raider-peut-tourner-sur-un-esp32-p4.html;NON_CLASSE
Korben;2026-09-14T08:30:00+00:00;Apple Configurator - Pour transformer votre iPhone en Dumbphone;https://korben.info/apple-configurator-iphone-dumbphone-temps-ecran.html;1. SMARTPHONE
Korben;2026-09-14T07:42:28+00:00;CanoFlash - Du Wi-Fi sur votre GBA (mais pas pour jouer, snif);https://korben.info/gba-link-cable-internet-esp32.html;3. Periphérique
CCM;2026-09-11T16:50:54+00:00;L'IA d'Anthropic part en roue libre… et ce n'est pas la seule;https://www.commentcamarche.net/securite/38843-ia-d-anthropic-mais-pas-que-en-roue-libre/;6. IA
